time,seconds_elapsed,z,y,x
1740240343434371300,0.020371337890625,0.12503589689731598,0.09024284034967422,-0.16277779638767242
1740240343444435500,0.030435546875,0.11464535444974899,0.1117931604385376,-0.0694672167301178
1740240343454498300,0.040498291015625,0.09222286939620972,0.09900759160518646,0.026440929621458054
1740240343464561200,0.05056103515625,0.07512196153402328,0.05541195347905159,0.1181594580411911
1740240343474625300,0.060625244140625,0.05950384959578514,0.010344876907765865,0.1732996702194214
1740240343484688400,0.0706884765625,0.047562021762132645,-0.01646113023161888,0.18924672901630402
1740240343494751200,0.080751220703125,0.036188192665576935,-0.021661484614014626,0.17262966930866241
1740240343504815400,0.0908154296875,0.033848512917757034,-0.005869801621884108,0.1404484510421753
1740240343514878200,0.100878173828125,0.024168984964489937,0.018374551087617874,0.09822750091552734
1740240343524941300,0.11094140625,0.01721738465130329,0.04353400692343712,0.06849895417690277
1740240343535005400,0.12100537109375,0.02467397041618824,0.06722602248191833,0.05860983952879906
1740240343545068300,0.131068359375,0.041425563395023346,0.06332104653120041,0.06256575882434845
1740240343555131100,0.141131103515625,0.05433150753378868,0.0408298559486866,0.0686074048280716
1740240343565195300,0.1511953125,0.046637214720249176,0.01972362771630287,0.07567393779754639
1740240343575258400,0.16125830078125,0.029133323580026627,0.008551133796572685,0.07416711747646332
1740240343585321200,0.1713212890625,0.010545849800109863,0.011534756049513817,0.06567328423261642
1740240343595384300,0.18138427734375,0.0077122473157942295,0.01894500106573105,0.04878538101911545
1740240343605448200,0.1914482421875,0.010749617591500282,0.034280795603990555,0.0379469133913517
1740240343615511300,0.20151123046875,0.01362050510942936,0.026535257697105408,0.01977403461933136
1740240343625574400,0.211574462890625,0.017171567305922508,0.021767953410744667,0.006197501439601183
1740240343635638300,0.22163818359375,0.023249434307217598,0.026712113991379738,-0.007080753333866596
1740240343645701400,0.231701416015625,0.0317850336432457,0.03211531415581703,0.0013562968233600259
1740240343655764200,0.24176416015625,0.04228374734520912,0.04347609356045723,0.013418019749224186
1740240343665828400,0.251828369140625,0.05055233836174011,0.049214448779821396,0.027740761637687683
1740240343675891500,0.261891357421875,0.06503220647573471,0.04588896036148071,0.0407300628721714
1740240343685954300,0.271954345703125,0.09023631364107132,0.04355490207672119,0.0411907397210598
1740240343696018200,0.28201806640625,0.10316090285778046,0.032570961862802505,0.043740447610616684
1740240343706081300,0.292081298828125,0.09858286380767822,0.025151578709483147,0.027326270937919617
1740240343716144400,0.302144287109375,0.09207623451948166,0.0028835595585405827,0.011825609020888805
1740240343726208300,0.312208251953125,0.09424212574958801,0.014054147526621819,0.00330690061673522
1740240343736271400,0.322271240234375,0.09916284680366516,0.011151300743222237,0.011018616147339344
1740240343746334200,0.332334228515625,0.10517552495002747,0.019496090710163116,0.04082876443862915
1740240343756398000,0.342398193359375,0.10787383466959,0.015878453850746155,0.07283703237771988
1740240343766461400,0.35246142578125,0.11821223050355911,0.03135676681995392,0.11219881474971771
1740240343776524300,0.362524169921875,0.11897522956132889,0.04873362556099892,0.13244496285915375
1740240343786588200,0.372588134765625,0.11259739100933075,0.05458397418260574,0.1393946409225464
1740240343796651300,0.3826513671875,0.10978002846240997,0.06664223968982697,0.13950330018997192
1740240343806714400,0.39271435546875,0.10634907335042953,0.07545167207717896,0.14141252636909485
1740240343816778200,0.4027783203125,0.1062321588397026,0.07154534757137299,0.1366446614265442
1740240343826840800,0.4128408203125,0.09730418026447296,0.07128757238388062,0.12464553117752075
1740240343836904000,0.422904052734375,0.085952989757061,0.08004137873649597,0.10307951271533966
1740240343846967800,0.4329677734375,0.07102718949317932,0.08652765303850174,0.08049473166465759
1740240343857031000,0.443031005859375,0.06086936593055725,0.09573473036289215,0.05732390284538269
1740240343867094000,0.453093994140625,0.061279602348804474,0.09385892748832703,0.034613367170095444
1740240343877158000,0.463157958984375,0.06531029939651489,0.08708863705396652,0.02670671045780182
1740240343887220700,0.473220703125,0.06434956938028336,0.08424714207649231,0.01738075539469719
1740240343897284000,0.4832841796875,0.06322305649518967,0.07480916380882263,0.01737462915480137
1740240343907348000,0.493347900390625,0.057937972247600555,0.0666487067937851,0.029852809384465218
1740240343917410800,0.503410888671875,0.0446072556078434,0.061488572508096695,0.04354465380311012
1740240343927474000,0.513473876953125,0.03034101612865925,0.07306617498397827,0.06052662059664726
1740240343937537800,0.523537841796875,0.011136162094771862,0.08535639196634293,0.08400238305330276
1740240343947601200,0.53360107421875,0.0004437924362719059,0.0900491327047348,0.11336181312799454
1740240343957664000,0.5436640625,-0.00320260738953948,0.09458715468645096,0.13680988550186157
1740240343967727900,0.553727783203125,-0.0024429187178611755,0.10066197067499161,0.14303572475910187
1740240343977791000,0.563791015625,0.007003846578299999,0.08670647442340851,0.13688914477825165
1740240343987854000,0.57385400390625,0.016029033809900284,0.08869612216949463,0.12092189490795135
1740240343997918000,0.58391796875,0.02803802490234375,0.0741741731762886,0.11872106045484543
1740240344007981000,0.59398095703125,0.027607182040810585,0.036165058612823486,0.10003557056188583
1740240344018044000,0.6040439453125,0.02589823119342327,0.002311223652213812,0.07265374809503555
1740240344028107800,0.614107666015625,0.020299315452575684,-0.056102145463228226,0.05699792876839638
1740240344038171100,0.624171142578125,0.014219853095710278,-0.09773321449756622,0.07711038738489151
1740240344048234000,0.63423388671875,0.00869681779295206,-0.10168500989675522,0.12754757702350616
1740240344058297900,0.6442978515625,0.02526780404150486,-0.10619134455919266,0.18646948039531708
1740240344068361000,0.65436083984375,0.04279317334294319,-0.10137801617383957,0.245777428150177
1740240344078424000,0.664424072265625,0.05239866301417351,-0.08065835386514664,0.2993117868900299
1740240344088488000,0.674488037109375,0.03923480957746506,-0.0502726249396801,0.3400753438472748
1740240344098551000,0.684551025390625,0.04773402214050293,-0.06666890531778336,0.4024079442024231
1740240344108614000,0.69461376953125,0.040981680154800415,-0.05343875288963318,0.46317580342292786
1740240344118677800,0.704677734375,0.020265750586986542,-0.06020398065447807,0.5143870711326599
