time,seconds_elapsed,z,y,x
1740240343490349800,0.033349853515625,0.13297733664512634,0.21344301104545593,0.3113492429256439
1740240343500370700,0.04337060546875,0.11512143909931183,0.24578134715557098,0.29089227318763733
1740240343510392600,0.053392578125,0.08791910856962204,0.2852640450000763,0.2350631058216095
1740240343520413700,0.06341357421875,0.0702308863401413,0.29546672105789185,0.16714902222156525
1740240343530435800,0.073435791015625,0.05482982471585274,0.26633360981941223,0.10297616571187973
1740240343540456700,0.083456787109375,0.04264356940984726,0.23850858211517334,0.04520709067583084
1740240343550477800,0.093477783203125,0.030471058562397957,0.17969106137752533,-0.0109126390889287
1740240343560499700,0.103499755859375,0.013162626884877682,0.09227285534143448,-0.06060972064733505
1740240343570520600,0.1135205078125,-0.008137336000800133,0.009364921599626541,-0.08905068039894104
1740240343580542700,0.123542724609375,-0.03582482039928436,-0.045080557465553284,-0.10375751554965973
1740240343590563800,0.133563720703125,-0.042640648782253265,-0.05834523215889931,-0.11302211880683899
1740240343600584700,0.143584716796875,-0.047478336840867996,-0.03829745948314667,-0.11139184236526489
1740240343610606600,0.153606689453125,-0.04783253371715546,-0.0022411877289414406,-0.10433739423751831
1740240343620627700,0.163627685546875,-0.04227917268872261,0.0545315146446228,-0.06885375082492828
1740240343630648600,0.173648681640625,-0.034907009452581406,0.073082834482193,-0.009465259499847889
1740240343640670700,0.183670654296875,-0.031119711697101593,0.04089954122900963,0.05880177766084671
1740240343650691800,0.19369189453125,-0.028979063034057617,0.016648530960083008,0.10127733647823334
1740240343660713700,0.203713623046875,-0.023384079337120056,-0.004045536275953054,0.12336335331201553
1740240343670734600,0.213734619140625,-0.009328980930149555,-0.033437781035900116,0.11699067801237106
1740240343680755700,0.223755615234375,0.013464318588376045,-0.06708447635173798,0.0908956378698349
1740240343690777900,0.23377783203125,0.027654705569148064,-0.10335034132003784,0.06865478307008743
1740240343700798700,0.243798828125,0.031642407178878784,-0.133428692817688,0.06328776478767395
1740240343710820600,0.253820556640625,0.03167117014527321,-0.13309073448181152,0.07058429718017578
1740240343720841700,0.263841796875,0.036073725670576096,-0.07989230751991272,0.07667434960603714
1740240343730862600,0.273862548828125,0.04380061849951744,-0.0017109494656324387,0.0767209604382515
1740240343740884700,0.283884765625,0.06076893210411072,0.09072674810886383,0.08644752204418182
1740240343750905900,0.29390576171875,0.07399072498083115,0.13665589690208435,0.09436456859111786
1740240343760926700,0.3039267578125,0.07766500860452652,0.16765689849853516,0.09819718450307846
1740240343770948600,0.313948486328125,0.08717329800128937,0.1856667846441269,0.1183309480547905
1740240343780969700,0.3239697265625,0.09188210219144821,0.16084125638008118,0.1551983505487442
1740240343790992000,0.333991943359375,0.09248664230108261,0.1299259513616562,0.18743911385536194
1740240343801012700,0.3440126953125,0.09191764146089554,0.12404625117778778,0.2015475332736969
1740240343811033600,0.35403369140625,0.08412390202283859,0.10889286547899246,0.20214009284973145
1740240343821055700,0.3640556640625,0.07897920906543732,0.1013188362121582,0.18135836720466614
1740240343831076400,0.374076416015625,0.07325394451618195,0.12022115290164948,0.13431896269321442
1740240343841098200,0.38409814453125,0.06672132760286331,0.1415494978427887,0.08477308601140976
1740240343851119400,0.394119384765625,0.05907033756375313,0.12549781799316406,0.06076868996024132
1740240343861140200,0.40414013671875,0.051859937608242035,0.10940103232860565,0.06657229363918304
1740240343871162400,0.414162353515625,0.04236337170004845,0.10491281002759933,0.08828770369291306
1740240343881183500,0.42418359375,0.03797721862792969,0.11981131881475449,0.11105465143918991
1740240343891204400,0.434204345703125,0.036874670535326004,0.1388784795999527,0.12150542438030243
1740240343901226200,0.444226318359375,0.033656537532806396,0.15383821725845337,0.11551421880722046
1740240343911247400,0.454247314453125,0.03397398814558983,0.14588123559951782,0.09557273238897324
1740240343921269500,0.46426953125,0.03301415219902992,0.11774523556232452,0.07963281124830246
1740240343931290400,0.474290283203125,0.02685372903943062,0.10732375830411911,0.09490257501602173
1740240343941311200,0.484311279296875,0.007849759422242641,0.08697820454835892,0.14612311124801636
1740240343951333400,0.49433349609375,-0.008209368214011192,0.07110869139432907,0.20447616279125214
1740240343961354200,0.504354248046875,-0.029014883562922478,0.06251312792301178,0.25114917755126953
1740240343971376400,0.51437646484375,-0.043916333466768265,0.0441058911383152,0.28044554591178894
1740240343981397500,0.5243974609375,-0.05031510442495346,0.015611805021762848,0.277680367231369
1740240343991418400,0.53441845703125,-0.0527055561542511,-0.0014278991147875786,0.24926204979419708
1740240344001440300,0.544440185546875,-0.0543535090982914,-0.029921719804406166,0.22916078567504883
1740240344011461400,0.55446142578125,-0.05750589445233345,-0.052166834473609924,0.21669213473796844
1740240344021482200,0.564482177734375,-0.06951836496591568,-0.05813632532954216,0.19153377413749695
1740240344031504400,0.57450439453125,-0.09304952621459961,-0.03507841005921364,0.1763889044523239
1740240344041525200,0.584525146484375,-0.10223439335823059,-0.03006599098443985,0.1978808343410492
1740240344051547400,0.59454736328125,-0.0943831279873848,-0.0406416691839695,0.2734437584877014
1740240344061568300,0.604568359375,-0.08093392848968506,-0.044848017394542694,0.3706243932247162
1740240344071589000,0.614589111328125,-0.06600238382816315,-0.04908350855112076,0.43983194231987
1740240344081611500,0.624611572265625,-0.06049894914031029,-0.048832230269908905,0.46586674451828003
1740240344091632400,0.63463232421875,-0.057653095573186874,-0.05270873010158539,0.4768480062484741
1740240344101654300,0.644654296875,-0.05411984398961067,-0.06210900843143463,0.4872247874736786
