time,seconds_elapsed,z,y,x
1739980914176274000,0.03027392578125,-0.004095002077519894,0.03933865204453468,-0.08440401405096054
1739980914186295800,0.0402958984375,-0.00035805441439151764,0.02524147555232048,-0.042118072509765625
1739980914196318000,0.05031787109375,0.00014673126861453056,-0.015591412782669067,0.027339478954672813
1739980914206340900,0.0603408203125,0.0015169279649853706,-0.03035091608762741,0.059846289455890656
1739980914216362800,0.07036279296875,-0.0004061083309352398,-0.00665656803175807,0.030722929164767265
1739980914226385000,0.080385009765625,-0.0005033137276768684,0.004311660770326853,-0.020464889705181122
1739980914236407800,0.09040771484375,-0.0002461927942931652,-0.0010354737751185894,-0.04580279439687729
1739980914246430000,0.100429931640625,-0.0006206328980624676,-0.01369054801762104,-0.021162962540984154
1739980914256451800,0.110451904296875,-0.0014390568248927593,-0.030180294066667557,0.025411086156964302
1739980914266474800,0.120474853515625,-0.00009762216359376907,-0.06894180178642273,0.0548882856965065
1739980914276497000,0.130496826171875,0.0008362163789570332,-0.11085581034421921,0.05758150666952133
1739980914286519800,0.140519775390625,-0.010413508862257004,-0.1286792755126953,0.038343098014593124
1739980914296542000,0.1505419921875,-0.018079934641718864,-0.19975361227989197,-0.023010483011603355
1739980914306563800,0.160563720703125,0.011179950088262558,-0.29287394881248474,-0.012345055118203163
1739980914316586800,0.170586669921875,-0.0018148291856050491,-0.08650743961334229,-0.015379011631011963
1739980914326609000,0.18060888671875,-0.006298793479800224,0.08078780770301819,-0.029187766835093498
1739980914336630800,0.190630859375,0.006567928474396467,-0.008866334334015846,-0.015781134366989136
1739980914346654000,0.200654052734375,-0.00226098345592618,-0.08469425141811371,-0.010231371968984604
1739980914356675800,0.21067578125,-0.00016256142407655716,0.0050082337111234665,0.016852358356118202
1739980914366697700,0.22069775390625,0.00003584381192922592,0.044898658990859985,0.01635967195034027
1739980914376721000,0.230720947265625,-0.0018576057627797127,-0.028218436986207962,-0.00638932827860117
1739980914386742800,0.24074267578125,0.002241265494376421,-0.036605529487133026,-0.018472090363502502
1739980914396764700,0.2507646484375,-0.0014201891608536243,0.02633930742740631,-0.012718122452497482
1739980914406787800,0.260787841796875,-0.0008044661954045296,0.01947767287492752,0.004305336158722639
1739980914416809700,0.270809814453125,0.0017711170949041843,-0.028013236820697784,0.009760962799191475
1739980914426831600,0.28083154296875,0.00005657412111759186,-0.013934703543782234,0.0070120482705533504
1739980914436854800,0.290854736328125,0.0004611923359334469,0.023388748988509178,-0.002143297577276826
1739980914446876700,0.300876708984375,-0.0010557444766163826,0.0005801056977361441,-0.01094131637364626
1739980914456898800,0.31089892578125,0.005794206168502569,-0.02844414860010147,-0.006124821025878191
1739980914466921700,0.320921630859375,0.002237288746982813,0.09553425759077072,-0.003954078536480665
1739980914476943600,0.330943603515625,-0.0015639830380678177,0.2752046287059784,-0.08430702984333038
1739980914486966000,0.340966064453125,-0.0045539140701293945,0.15555307269096375,-0.1591852605342865
1739980914496988700,0.35098876953125,0.010206272825598717,-0.14001601934432983,-0.10478478670120239
1739980914507010800,0.3610107421875,-0.0025289631448686123,-0.030828014016151428,0.030381284654140472
1739980914517033700,0.37103369140625,-0.0012411498464643955,0.1375010907649994,0.10894017666578293
1739980914527055600,0.3810556640625,0.004770670086145401,-0.013602398335933685,0.059392064809799194
1739980914537078000,0.391078125,-0.0011140760034322739,-0.09085040539503098,-0.04252723231911659
1739980914547100700,0.4011005859375,0.0033323378302156925,0.02929278090596199,-0.08850138634443283
1739980914557122800,0.411122802734375,0.0007389183156192303,0.1199345514178276,-0.06295059621334076
1739980914567145000,0.42114501953125,-0.005083817057311535,0.09421347081661224,-0.030435528606176376
1739980914577168000,0.43116796875,0.005357738584280014,-0.03511930629611015,-0.006025668233633041
1739980914587190000,0.44118994140625,0.001952354796230793,-0.08918413519859314,0.020423781126737595
1739980914597212000,0.4512119140625,-0.004055886995047331,0.05659785866737366,0.0231462474912405
1739980914607234800,0.46123486328125,0.005273965187370777,0.06196652352809906,-0.003926382400095463
